『三四郎』夏目漱石,En_text,Happy,Angry,Surprise,Sad,Fear
"そのまえまではたしかに生きていたに違いない。
三四郎はこの時ふと汽車で水蜜桃をくれた男が、あぶないあぶない、気をつけないとあぶない、と言ったことを思い出した。
あぶないあぶないと言いながら、あの男はいやにおちついていた。
つまりあぶないあぶないと言いうるほどに、自分はあぶなくない地位に立っていれば、あんな男にもなれるだろう。
世の中にいて、世の中を傍観している人はここに面白味があるかもしれない。","He must have been alive before that time.
Sanshiro suddenly remembered the man who had given him a peach on the train, saying, ""Be careful, be careful, be careful.
The man was very calm while saying, ""Be careful, be careful, be careful.
In other words, if I were in a position where I was not so dangerous that I could say ""dangerous, dangerous, dangerous,"" I could be that kind of man.
Those who are in the world and observe the world from the sidelines may find something interesting here.",0.21,0.07,0.0,0.43,0.29
"どうもあの水蜜桃の食いぐあいから、青木堂で茶を飲んでは煙草を吸い、煙草を吸っては茶を飲んで、じっと正面を見ていた様子は、まさにこの種の人物である。
――批評家である。
――三四郎は妙な意味に批評家という字を使ってみた。
使ってみて自分でうまいと感心した。
のみならず自分も批評家として、未来に存在しようかとまで考えだした。","Apparently, from the way he was eating those watermelon peaches to the way he was drinking tea, smoking cigarettes, smoking cigarettes, drinking tea, and staring at the front of the room at Aokido, he is exactly this kind of person.
--a critic.
--Sanshiro used the word ""critic"" in a strange way.
When he used it, he was impressed with his own skill.
Not only that, he even began to think that he, too, would exist in the future as a critic.",0.29,0.43,0.0,0.0,0.29
"あのすごい死顔を見るとこんな気も起こる。
三四郎は部屋のすみにあるテーブルと、テーブルの前にある椅子と、椅子の横にある本箱と、その本箱の中に行儀よく並べてある洋書を見回して、この静かな書斎の主人は、あの批評家と同じく無事で幸福であると思った。
――光線の圧力を研究するために、女を轢死させることはあるまい。
主人の妹は病気である。
けれども兄の作った病気ではない。","The sight of that great dead face also made him feel this way.
Sanshiro looked around the table in the corner of the room, the chair in front of the table, the bookcase beside the chair, and the Western books neatly arranged in the bookcase, and thought that the owner of this quiet study was as safe and happy as that critic.
--He would never run over a woman to study the pressure of rays of light.
His sister is sick.
But it is not a disease of her brother's making.",0.25,0.0,0.12,0.5,0.12
"みずからかかった病気である。
などとそれからそれへと頭が移ってゆくうちに、十一時になった。
中野行の電車はもう来ない。
あるいは病気が悪いので帰らないのかしらと、また心配になる。
ところへ野々宮から電報が来た。","It was a disease I had contracted myself.
As my mind wandered from one thing to the next, it was now eleven o'clock.
The train to Nakano was no longer coming.
I began to worry again, wondering if he would not return home because of his illness.
Then came a telegram from Nonomiya.",0.0,0.0,0.5,0.33,0.17
"妹無事、あす朝帰るとあった。
安心して床にはいったが、三四郎の夢はすこぶる危険であった。
――轢死を企てた女は、野々宮に関係のある女で、野々宮はそれと知って家へ帰って来ない。
ただ三四郎を安心させるために電報だけ掛けた。
妹無事とあるのは偽りで、今夜轢死のあった時刻に妹も死んでしまった。","He was told that his sister was safe and would return tomorrow morning.
He went to bed relieved, but Sanshiro's dream was very dangerous.
--The woman who plotted his death by running over him was a woman related to Nonomiya, and Nonomiya knew this and would not come home.
She only sent a telegram to reassure Sanshiro.
The telegram saying that his sister was safe was a lie; she had also died at the time of the death tonight.",0.0,0.0,0.0,0.29,0.71
"そうしてその妹はすなわち三四郎が池の端で会った女である。
……
三四郎はあくる日例になく早く起きた。
寝つけない所に寝た床のあとをながめて、煙草を一本のんだが、ゆうべの事は、すべて夢のようである。
椽側へ出て、低い廂の外にある空を仰ぐと、きょうはいい天気だ。","And so the sister is the woman Sanshiro met at the edge of the pond.
......
Sanshiro woke up unusually early the next day.
He looked at the remains of the floor where he had slept in a place where he could not fall asleep, and took a drag on his cigarette.
He went out to the balcony and looked up at the sky outside the low brim.",0.17,0.17,0.17,0.33,0.17
"世界が今朗らかになったばかりの色をしている。
飯を済まして茶を飲んで、椽側に椅子を持ち出して新聞を読んでいると、約束どおり野々宮君が帰って来た。","The world had just become cheerful.
After finishing dinner and drinking tea, I took a chair out to the balcony to read the newspaper, when Nonomiya-kun returned as promised.",0.5,0.0,0.0,0.5,0.0
"「昨夜、そこに轢死があったそうですね」と言う。
停車場か何かで聞いたものらしい。
三四郎は自分の経験を残らず話した。","He says, ""I heard there was a hit-and-run death there last night.""
He had heard it was at a stop sign or something.
Sanshiro told the rest of his experience.",0.0,0.0,0.25,0.25,0.5
「それは珍しい。めったに会えないことだ。ぼくも家におればよかった。死骸はもう片づけたろうな。行っても見られないだろうな」,"It's rare. It's rare to see him. I wish I had stayed home. I wish I could have stayed home, but they must have cleaned up the carcass already. I wouldn't be able to see it even if I went there.",0.0,0.5,0.0,0.5,0.0
"「もうだめでしょう」と一口答えたが、野々宮君ののん気なのには驚いた。
三四郎はこの無神経をまったく夜と昼の差別から起こるものと断定した。
光線の圧力を試験する人の性癖が、こういう場合にも、同じ態度で表われてくるのだとはまるで気がつかなかった。","I was surprised at Nonomiya's carefree attitude.
Sanshiro attributed this insensitivity to the discrimination between night and day.
He did not realize that the same attitude of a person who tests the pressure of light rays would be manifested in such a case as well.",0.33,0.0,0.17,0.0,0.5
"年が若いからだろう。
三四郎は話を転じて、病人のことを尋ねた。
野々宮君の返事によると、はたして自分の推測どおり病人に異状はなかった。
ただ五、六日以来行ってやらなかったものだから、それを物足りなく思って、退屈紛れに兄を釣り寄せたのである。
きょうは日曜だのに来てくれないのはひどいと言って怒っていたそうである。","It was probably because he was young.
Sanshiro turned the conversation around and asked about the sick man.
According to Nonomiya's reply, there was nothing wrong with the sick man, as he had guessed.
However, since he had not visited him for the past five or six days, he felt that he was missing him, and out of boredom, he had sent his brother to fish for him.
He was said to have been angry with him for not coming to the hospital on a Sunday.",0.08,0.08,0.31,0.38,0.15
