『銀河鉄道の夜』宮沢賢治,En_text,Happy,Angry,Surprise,Sad,Fear
「何鳥ですか。」,"What bird is it?""",0.0,1.0,0.0,0.0,0.0
「鶴や雁です。さぎも白鳥もです。」,"They are cranes and geese. And herons and swans.""",0,0,0,0,0
「鶴はたくさんいますか。」,"Are there many cranes?""",0,0,0,0,0
「居ますとも、さっきから鳴いてまさあ。聞かなかったのですか。」,"I'm here, and I've been singing since a while ago. Didn't you hear it?",0,0,0,0,0
「いいえ。」,"No.""",0,0,0,0,0
「いまでも聞えるじゃありませんか。そら、耳をすまして聴いてごらんなさい。」,"You can still hear it, can't you? Now listen carefully.",0,0,0,0,0
"二人は眼を挙げ、耳をすましました。
ごとごと鳴る汽車のひびきと、すすきの風との間から、ころんころんと水の湧くような音が聞えて来るのでした。","They raised their eyes and strained their ears.
Between the sound of the train and the wind rustling in the pampas grass, they could hear a sound like water rushing to the surface.",0.33,0.0,0.0,0.33,0.33
「鶴、どうしてとるんですか。」,Why do you take cranes?,0,0,0,0,0
「鶴ですか、それとも鷺ですか。」,"Crane or egret?""",0,0,0,0,0
「鷺です。」,"It's a heron.""",0,0,0,0,0
ジョバンニは、どっちでもいいと思いながら答えました。,"Giovanni replied, thinking it could go either way.",0,0,0,0,0
「そいつはな、雑作ない。さぎというものは、みんな天の川の砂が凝って、ぼおっとできるもんですからね、そして始終川へ帰りますからね、川原で待っていて、鷺がみんな、脚をこういう風にして下りてくるとこを、そいつが地べたへつくかつかないうちに、ぴたっと押えちまうんです。するともう鷺は、かたまって安心して死んじまいます。あとはもう、わかり切ってまさあ。押し葉にするだけです。」,"The herons are all waiting on the riverbanks and waiting for the wind to blow their legs down. When all the herons come down with their legs like this, I hold them down before they touch the ground or not. Then the egrets would freeze up and die in peace. The rest is already clear. All that's left is to turn it into a pressed leaf.""",0.0,0.0,0.57,0.29,0.14
「鷺を押し葉にするんですか。標本ですか。」,"Are you going to use the herons as pressed leaves? Are they specimens?""",0.0,0.0,0.0,0.0,1.0
「標本じゃありません。みんなたべるじゃありませんか。」,It's not a specimen. Everyone eats.,0.0,0.0,0.0,0.0,1.0
「おかしいねえ。」,It's funny.,0.0,0.0,1.0,0.0,0.0
カムパネルラが首をかしげました。,Camperla nodded her head.,0.0,0.0,0.0,0.0,1.0
「おかしいも不審もありませんや。そら。」,There's nothing funny or suspicious about it. There you go.,0.0,0.0,0.5,0.0,0.5
その男は立って、網棚から包みをおろして、手ばやくくるくると解きました。,"The man stood up, took down the package from the rack, and quickly unwrapped it.",0.0,0.0,0.0,0.33,0.67
「さあ、ごらんなさい。いまとって来たばかりです。」,"Now, look at it. I just got it.""",0,0,0,0,0
「ほんとうに鷺だねえ。」,"A real egret.""",0.0,0.0,0.0,1.0,0.0
"二人は思わず叫びました。
まっ白な、あのさっきの北の十字架のように光る鷺のからだが、十ばかり、少しひらべったくなって、黒い脚をちぢめて、浮彫のようにならんでいたのです。","The two of them exclaimed involuntarily.
The white body of the heron, shining like the cross in the north, was slightly flattened and its black legs were squashed together like an embossed carving.",0.0,0.25,0.25,0.25,0.25
「眼をつぶってるね。」,Your eyes are closed.,1.0,0.0,0.0,0.0,0.0
"カムパネルラは、指でそっと、鷺の三日月がたの白い瞑った眼にさわりました。
頭の上の槍のような白い毛もちゃんとついていました。","Gently, with his finger, he touched the crescent-shaped, white, meditative eyes of the heron.
The white, spear-like hairs on his head were also attached.",0.14,0.0,0.14,0.29,0.43
「ね、そうでしょう。」,"You know.""",0,0,0,0,0
"鳥捕りは風呂敷を重ねて、またくるくると包んで紐でくくりました。
誰がいったいここらで鷺なんぞ喰べるだろうとジョバンニは思いながら訊きました。","The bird catcher piled up the wrapping cloth, wrapped it around again, and tied it with string.
Who in the world eats herons around here, Giovanni asked.",0.0,0.25,0.0,0.0,0.75
「鷺はおいしいんですか。」,"Is the egret good?""",0,0,0,0,0
「ええ、毎日注文があります。しかし雁の方が、もっと売れます。雁の方がずっと柄がいいし、第一手数がありませんからな。そら。」,"Yes, we get orders every day. But geese sell better. The geese have a much better pattern, and they don't require as much effort. There you go.",1.0,0.0,0.0,0.0,0.0
"鳥捕りは、また別の方の包みを解きました。
すると黄と青じろとまだらになって、なにかのあかりのようにひかる雁が、ちょうどさっきの鷺のように、くちばしを揃えて、少し扁べったくなって、ならんでいました。","The bird catcher unwrapped another one.
There was a flock of geese, yellow and blue, lined up in a row, their beaks aligned and slightly flattened, just like the egrets.",0.0,0.2,0.0,0.4,0.4
「こっちはすぐ喰べられます。どうです、少しおあがりなさい。」,This one is ready to eat. How about you?,0.5,0.0,0.0,0.0,0.5
"鳥捕りは、黄いろな雁の足を、軽くひっぱりました。
するとそれは、チョコレートででもできているように、すっときれいにはなれました。","The bird catcher lightly pulled on the yellowish goose's leg.
The goose's legs came off cleanly, as if they were made of chocolate.",0.0,0.5,0.0,0.5,0.0
「どうです。すこしたべてごらんなさい。」,How is it? Try a little.,0,0,0,0,0
鳥捕りは、それを二つにちぎってわたしました。,The bird catcher tore it in two and gave it to him.,0.0,0.33,0.0,0.33,0.33
ジョバンニは、ちょっと喰べてみて、（なんだ、やっぱりこいつはお菓子だ。チョコレートよりも、もっとおいしいけれども、こんな雁が飛んでいるもんか。この男は、どこかそこらの野原の菓子屋だ。けれどもぼくは、このひとをばかにしながら、この人のお菓子をたべているのは、大へん気の毒だ。）とおもいながら、やっぱりぽくぽくそれをたべていました。,"Giovanni took a bite and thought, ""What the heck, it's just a candy. It's even better than chocolate, but there are no such geese flying around. This man is a confectioner from a field somewhere. But I feel so sorry for him that I'm eating his sweets while making fun of him.) I thought to myself, ""I'm eating his sweets.",0.17,0.0,0.0,0.33,0.5
